Nanolab elapsed time (ms),NR exptime (s),X Acceleration (G),Y Acceleration (G),Z Acceleration (G),Flight Altitude (ft)
1017774,-0.61,0,0.07,1.02,-0.02
1017802,-0.61,0,0.07,1.02,-0.02
1017857,0,0,0.07,1,0
1017886,0,0,0.07,1,0
1017937,0,0,0.07,1.01,0
1017966,0,0,0.07,1.01,0
1018039,-9.43,-0.01,0.07,1.02,31.8
1018071,-9.43,-0.01,0.07,1.02,31.8
1018142,888.08,0.01,0.07,1.02,642.31
1018174,888.08,0.01,0.07,1.02,642.31
1018222,888.08,0,0.07,1.02,642.31
1018254,888.08,0,0.07,1.02,642.31
1018325,888.24,0,0.06,1.04,638.34
1018357,888.24,0,0.06,1.04,638.34
1018408,888.24,0,0.07,1.03,638.34
1018437,888.24,0,0.07,1.03,638.34
1018511,888.4,0,0.07,1.05,634.38
1018540,888.4,0,0.07,1.05,634.38
1018614,888.56,0,0.07,1.05,630.42
1018643,888.56,0,0.07,1.05,630.42
1018694,888.56,0,0.07,1.03,630.42
1018723,888.56,0,0.07,1.03,630.42
1018797,888.72,0,0.06,1.04,626.47
1018829,888.72,0,0.06,1.04,626.47
1018884,888.72,0,0.05,1.03,626.47
1018916,888.72,0,0.05,1.03,626.47
1018987,888.88,0,0.05,1.04,622.53
1019019,888.88,0,0.05,1.04,622.53
1019090,889.04,-0.01,0.06,1.04,618.6
1019122,889.04,-0.01,0.06,1.04,618.6
1019173,889.04,0,0.05,1.04,618.6
1019202,889.04,0,0.05,1.04,618.6
1019276,889.2,0,0.05,1.03,614.69
1019305,889.2,0,0.05,1.03,614.69
1019356,889.2,0,0.05,1.04,614.69
1019385,889.2,0,0.05,1.04,614.69
1019459,889.36,0,0.06,1.03,610.75
1019491,889.36,0,0.06,1.03,610.75
1019539,889.36,0,0.05,1,610.75
1019571,889.36,0,0.05,1,610.75
1019642,889.52,0,0.05,1.01,606.86
1019674,889.52,0,0.05,1.01,606.86
1019745,889.68,0,0.05,1.01,602.98
1019777,889.68,0,0.05,1.01,602.98
1019828,889.68,0,0.05,1.02,602.98
1019857,889.68,0,0.05,1.02,602.98
1019889,889.68,0,0.05,1.02,602.98
1020768,889.84,0,0.06,1.02,599.1
1020800,889.84,0,0.06,1.02,599.1
1020858,890,-0.01,0.04,1.01,595.22
1020889,890,-0.01,0.04,1.01,595.22
1020944,-17.84,0,0.05,1.02,-8.47
1020973,-17.84,0,0.05,1.02,-8.47
1021027,0.07,0,0.04,1.02,0.13
1021056,0.07,0,0.04,1.02,0.13
1021111,-0.37,0,0.04,1.02,0.02
1021139,-0.37,0,0.04,1.02,0.02
1021194,0.01,0,0.04,1.01,0.02
1021223,0.01,0,0.04,1.01,0.02
1021277,890.96,0,0.05,1.01,571.76
1021309,890.96,0,0.05,1.01,571.76
1021361,-24.68,0,0.05,1.01,-19.69
1021393,-24.68,0,0.05,1.01,-19.69
1021463,32.15,0.01,0.05,1.02,-0.37
1021495,32.15,0.01,0.05,1.02,-0.37
1021566,891.44,0,0.05,1.03,559.87
1021598,891.44,0,0.05,1.03,559.87
1021669,891.6,0,0.04,1.03,555.92
1021701,891.6,0,0.04,1.03,555.92
1021752,891.6,-0.01,0.05,1.03,555.92
1021781,891.6,-0.01,0.05,1.03,555.92
1021863,891.76,0,0.04,1.03,551.97
1021892,891.76,0,0.04,1.03,551.97
1021972,891.92,0,0.04,1.02,548.03
1022001,891.92,0,0.04,1.02,548.03
1022052,891.92,0.01,0.04,1.03,548.03
1022084,891.92,0.01,0.04,1.03,548.03
1022155,892.08,0,0.04,1.03,544.09
1022187,892.08,0,0.04,1.03,544.09
1022235,892.08,0,0.04,1.02,544.09
1022267,892.08,0,0.04,1.02,544.09
1022338,892.24,-0.01,0.03,1.02,540.16
1022370,892.24,-0.01,0.03,1.02,540.16
1022418,892.24,0,0.03,1.01,540.16
1022450,892.24,0,0.03,1.01,540.16
1022524,892.4,-0.01,0.03,1.01,536.24
1022553,892.4,-0.01,0.03,1.01,536.24
1022627,892.56,-0.01,0.04,1.02,532.32
1022656,892.56,-0.01,0.04,1.02,532.32
1022707,892.56,-0.01,0.04,1.02,532.32
1022736,892.56,-0.01,0.04,1.02,532.32
1022811,892.72,-0.01,0.04,1.01,528.39
1022843,892.72,-0.01,0.04,1.01,528.39
1022891,892.72,-0.01,0.04,1.01,528.39
1022923,892.72,-0.01,0.04,1.01,528.39
1022994,892.88,-0.01,0.04,1.02,524.46
1023026,892.88,-0.01,0.04,1.02,524.46
1023102,893.04,-0.01,0.05,1.02,520.53
1023136,893.04,-0.01,0.05,1.02,520.53
1023187,893.04,-0.01,0.04,1.01,520.53
1023216,893.04,-0.01,0.04,1.01,520.53
1024098,893.2,-0.01,0.04,1.02,516.59
1024127,893.2,-0.01,0.04,1.02,516.59
1024181,893.36,-0.01,0.03,0.99,512.39
1024210,893.36,-0.01,0.03,0.99,512.39
1024265,-23.31,0,0.03,1,-10.77
1024294,-23.31,0,0.03,1,-10.77
1024348,0.8,-0.01,0.03,1,0.47
1024380,0.8,-0.01,0.03,1,0.47
1024432,-0.6,-0.01,0.03,1.02,0.05
1024464,-0.6,-0.01,0.03,1.02,0.05
1024512,-0.6,-0.01,0.03,1.01,0.05
1024544,-0.6,-0.01,0.03,1.01,0.05
1024596,0,-0.02,0.03,1.01,894.32
1024628,0,-0.02,0.03,1.01,894.32
1024680,-25.19,-0.01,0.03,1,-23.71
1024712,-25.19,-0.01,0.03,1,-23.71
1024785,31.8,0,0.04,1.03,-0.71
1024814,31.8,0,0.04,1.03,-0.71
1024888,894.8,-0.01,0.04,1.02,476.39
1024917,894.8,-0.01,0.04,1.02,476.39
1024968,894.8,-0.01,0.04,1.03,476.39
1025002,894.8,-0.01,0.04,1.03,476.39
1025078,894.96,0,0.04,1.04,472.34
1025107,894.96,0,0.04,1.04,472.34
1025181,895.12,-0.01,0.04,1.03,468.29
1025213,895.12,-0.01,0.04,1.03,468.29
1025261,895.12,-0.01,0.04,1.03,468.29
1025293,895.12,-0.01,0.04,1.03,468.29
1025364,895.28,-0.01,0.04,1.04,464.04
1025396,895.28,-0.01,0.04,1.04,464.04
1025444,895.28,0,0.04,1.03,464.04
1025476,895.28,0,0.04,1.03,464.04
1025547,895.44,0,0.05,1.04,460
1025579,895.44,0,0.05,1.04,460
1025653,895.6,0,0.05,1.03,455.97
1025682,895.6,0,0.05,1.03,455.97
1025733,895.6,-0.01,0.04,1.03,455.97
1025762,895.6,-0.01,0.04,1.03,455.97
1025836,895.76,0,0.04,1.03,451.95
1025865,895.76,0,0.04,1.03,451.95
1025916,895.76,0,0.04,1.04,451.95
1025948,895.76,0,0.04,1.04,451.95
1026019,895.92,-0.01,0.05,1.05,447.94
1026051,895.92,-0.01,0.05,1.05,447.94
1026099,895.92,0,0.04,1.03,447.94
1026131,895.92,0,0.04,1.03,447.94
1026207,896.08,0,0.04,1.03,443.94
1026241,896.08,0,0.04,1.03,443.94
1026315,896.24,0,0.05,1.04,439.95
1026344,896.24,0,0.05,1.04,439.95
1026395,896.24,-0.01,0.05,1.03,439.95
1026424,896.24,-0.01,0.05,1.03,439.95
1026498,896.4,0,0.05,1.03,435.96
1026527,896.4,0,0.05,1.03,435.96
1026578,896.4,-0.01,0.05,1.04,435.96
1026607,896.4,-0.01,0.05,1.04,435.96
1026639,896.4,-0.01,0.05,1.04,435.96
1027521,896.56,-0.01,0.05,1.02,431.98
1027550,896.56,-0.01,0.05,1.02,431.98
1027604,896.72,-0.01,0.05,1.02,428.01
1027633,896.72,-0.01,0.05,1.02,428.01
1027688,-23.11,0,0.05,1.02,-15.48
1027717,-23.11,0,0.05,1.02,-15.48
1027771,-0.53,0,0.05,1.01,0.66
1027803,-0.53,0,0.05,1.01,0.66
1027855,0.03,0,0.05,1.03,0.01
1027887,0.03,0,0.05,1.03,0.01
1027938,-0.02,-0.01,0.05,1.01,-0.01
1027970,-0.02,-0.01,0.05,1.01,-0.01
1028019,-0.02,0,0.05,1.02,-0.01
1028051,-0.02,0,0.05,1.02,-0.01
1028108,-24.95,-0.01,0.06,1.03,-22.42
1028141,-24.95,-0.01,0.06,1.03,-22.42
1028195,31.82,0,0.07,1.02,-0.18
1028224,31.82,0,0.07,1.02,-0.18
1028296,0.42,-0.01,0.06,1.02,0
1028325,0.42,-0.01,0.06,1.02,0
1028399,898.32,-0.01,0.06,1.02,387.52
1028428,898.32,-0.01,0.06,1.02,387.52
1028479,898.32,-0.01,0.07,1.03,387.52
1028508,898.32,-0.01,0.07,1.03,387.52
1028583,898.48,-0.01,0.07,1.01,383.53
1028615,898.48,-0.01,0.07,1.01,383.53
1028663,898.48,-0.01,0.07,1.01,383.53
1028703,898.48,-0.01,0.07,1.01,383.53
1028774,898.64,-0.01,0.07,1.01,379.53
1028806,898.64,-0.01,0.07,1.01,379.53
1028877,898.8,-0.01,0.07,1.02,375.54
1028909,898.8,-0.01,0.07,1.02,375.54
1028957,898.8,-0.01,0.07,1.03,375.54
1028990,898.8,-0.01,0.07,1.03,375.54
1029064,898.96,0,0.07,1.03,371.55
1029093,898.96,0,0.07,1.03,371.55
1029144,898.96,-0.01,0.07,1.04,371.55
1029173,898.96,-0.01,0.07,1.04,371.55
1029254,899.12,-0.01,0.07,1.03,367.56
1029283,899.12,-0.01,0.07,1.03,367.56
1029357,899.28,-0.02,0.07,1.02,363.25
1029389,899.28,-0.02,0.07,1.02,363.25
1029437,899.28,-0.01,0.07,1.02,363.25
1029469,899.28,-0.01,0.07,1.02,363.25
1029540,899.44,-0.01,0.07,1.02,359.28
1029572,899.44,-0.01,0.07,1.02,359.28
1029620,899.44,-0.02,0.08,1.02,359.28
1029653,899.44,-0.02,0.08,1.02,359.28
1029724,899.6,-0.02,0.07,1.01,355.32
1029756,899.6,-0.02,0.07,1.01,355.32
1029830,899.76,-0.01,0.08,1.01,351.36
1029859,899.76,-0.01,0.08,1.01,351.36
1029910,899.76,-0.02,0.09,1.02,351.36
1029939,899.76,-0.02,0.09,1.02,351.36
1030013,899.92,-0.02,0.08,1.04,347.41
1030042,899.92,-0.02,0.08,1.04,347.41
1030074,899.92,-0.02,0.08,1.04,347.41
1030956,900.08,-0.03,0.09,1.03,343.47
1030985,900.08,-0.03,0.09,1.03,343.47
1031039,900.24,-0.02,0.08,1.01,339.54
1031068,900.24,-0.02,0.08,1.01,339.54
1031123,-22.44,-0.02,0.07,1.02,-14.2
1031152,-22.44,-0.02,0.07,1.02,-14.2
1031213,0.02,-0.03,0.08,1.01,0.99
1031242,0.02,-0.03,0.08,1.01,0.99
1031297,0.01,-0.02,0.08,1.02,0.05
1031328,0.01,-0.02,0.08,1.02,0.05
1031377,0.01,-0.03,0.08,1.01,0.05
1031409,0.01,-0.03,0.08,1.01,0.05
1031461,315.94,-0.02,0.08,1.01,3953.82
1031493,315.94,-0.02,0.08,1.01,3953.82
1031557,-22.56,-0.03,0.08,1.02,-12.48
1031589,-22.56,-0.03,0.08,1.02,-12.48
1031659,0.56,-0.04,0.09,1.01,32.18
1031691,0.56,-0.04,0.09,1.01,32.18
1031761,901.68,-0.03,0.08,1.03,304.05
1031793,901.68,-0.03,0.08,1.03,304.05
1031844,901.68,-0.02,0.09,1.02,304.05
1031873,901.68,-0.02,0.09,1.02,304.05
1031947,901.84,-0.03,0.08,1.02,300.12
1031976,901.84,-0.03,0.08,1.02,300.12
1032028,901.84,-0.02,0.08,1.02,300.12
1032057,901.84,-0.02,0.08,1.02,300.12
1032130,902,-0.02,0.07,1.01,296.18
1032162,902,-0.02,0.07,1.01,296.18
1032233,902.16,-0.02,0.07,1.02,292.24
1032265,902.16,-0.02,0.07,1.02,292.24
1032313,902.16,-0.03,0.06,1.01,292.24
1032351,902.16,-0.03,0.06,1.01,292.24
1032422,902.32,-0.03,0.08,1,288.3
1032454,902.32,-0.03,0.08,1,288.3
1032502,902.32,-0.03,0.06,1.01,288.3
1032534,902.32,-0.03,0.06,1.01,288.3
1032608,902.48,-0.03,0.06,1.03,284.36
1032637,902.48,-0.03,0.06,1.03,284.36
1032711,902.64,-0.04,0.06,1.02,280.41
1032740,902.64,-0.04,0.06,1.02,280.41
1032791,902.64,-0.04,0.06,1.02,280.41
1032820,902.64,-0.04,0.06,1.02,280.41
1032894,902.8,-0.03,0.06,1.04,276.46
1032926,902.8,-0.03,0.06,1.04,276.46
1032975,902.8,-0.03,0.07,1.02,276.46
1033006,902.8,-0.03,0.07,1.02,276.46
1033077,902.96,-0.04,0.06,1.01,272.51
1033109,902.96,-0.04,0.06,1.01,272.51
1033180,903.12,-0.03,0.06,1.03,268.55
1033212,903.12,-0.03,0.06,1.03,268.55
1033264,903.12,-0.04,0.06,1.02,268.55
1033294,903.12,-0.04,0.06,1.02,268.55
1033370,903.28,-0.03,0.06,1.03,264.63
1033399,903.28,-0.03,0.06,1.03,264.63
1033451,903.28,-0.02,0.06,1.02,264.63
1033483,903.28,-0.02,0.06,1.02,264.63
1033518,903.28,-0.02,0.06,1.02,264.63
1034397,903.44,-0.02,0.05,1.03,260.68
1034429,903.44,-0.02,0.05,1.03,260.68
1034483,903.6,-0.03,0.04,1.04,256.74
1034512,903.6,-0.03,0.04,1.04,256.74
1034567,-21.36,-0.02,0.04,1.04,-8.19
1034596,-21.36,-0.02,0.04,1.04,-8.19
1034651,0.69,-0.03,0.03,1.03,-0.86
1034680,0.69,-0.03,0.03,1.03,-0.86
1034734,-2.47,-0.03,0.04,1.03,0.02
1034766,-2.47,-0.03,0.04,1.03,0.02
1034818,0.35,-0.03,0.04,1.06,-0.01
1034850,0.35,-0.03,0.04,1.06,-0.01
1034898,0.35,-0.02,0.04,1.04,-0.01
1034930,0.35,-0.02,0.04,1.04,-0.01
1034982,-24.44,-0.03,0.03,1.05,-20.17
1035014,-24.44,-0.03,0.03,1.05,-20.17
1035082,32.57,-0.02,0.03,1.03,0.16
1035114,32.57,-0.02,0.03,1.03,0.16
1035186,32.51,-0.01,0.04,1.03,-2.18
1035215,32.51,-0.01,0.04,1.03,-2.18
1035289,905.2,-0.01,0.03,1.03,217.45
1035318,905.2,-0.01,0.03,1.03,217.45
1035369,905.2,-0.01,0.04,1.04,217.45
1035402,905.2,-0.01,0.04,1.04,217.45
1035479,905.36,-0.02,0.04,1.03,213.57
1035508,905.36,-0.02,0.04,1.03,213.57
1035560,905.36,-0.02,0.03,1.03,213.57
1035600,905.36,-0.02,0.03,1.03,213.57
1035671,905.52,-0.03,0.03,1.03,209.7
1035703,905.52,-0.03,0.03,1.03,209.7
1035774,905.68,-0.03,0.02,1.01,205.83
1035806,905.68,-0.03,0.02,1.01,205.83
1035854,905.68,-0.03,0.03,1.01,205.83
1035887,905.68,-0.03,0.03,1.01,205.83
1035961,905.84,-0.02,0.03,1.01,201.97
1035990,905.84,-0.02,0.03,1.01,201.97
1036064,906,-0.03,0.01,1.02,198.12
1036093,906,-0.03,0.01,1.02,198.12
1036144,906,-0.03,0.02,1.02,198.12
1036173,906,-0.03,0.02,1.02,198.12
1036247,906.16,-0.04,0.01,1.01,194.26
1036276,906.16,-0.04,0.01,1.01,194.26
1036327,906.16,-0.04,0.02,1.03,194.26
1036359,906.16,-0.04,0.02,1.03,194.26
1036430,906.32,-0.03,0.03,1.03,190.41
1036462,906.32,-0.03,0.03,1.03,190.41
1036510,906.32,-0.02,0.03,1.04,190.41
1036548,906.32,-0.02,0.03,1.04,190.41
1036620,906.48,-0.03,0.04,1.04,186.56
1036652,906.48,-0.03,0.04,1.04,186.56
1036726,906.64,-0.01,0.03,1.02,182.71
1036755,906.64,-0.01,0.03,1.02,182.71
1036806,906.64,-0.02,0.03,1.03,182.71
1036835,906.64,-0.02,0.03,1.03,182.71
1037717,906.8,-0.02,0.03,1.03,178.87
1037745,906.8,-0.02,0.03,1.03,178.87
1037800,906.96,-0.02,0.02,1.02,175.02
1037829,906.96,-0.02,0.02,1.02,175.02
1037880,906.96,-0.02,0.02,1.01,175.02
1037912,906.96,-0.02,0.02,1.01,175.02
1037964,32.52,-0.02,0.02,1.02,0.69
1037995,32.52,-0.02,0.02,1.02,0.69
1038044,32.52,-0.02,0.02,1.04,0.69
1038075,32.52,-0.02,0.02,1.04,0.69
1038127,-0.06,-0.02,0.03,1.04,-0.01
1038196,-0.06,-0.02,0.03,1.04,-0.01
1038249,0,-0.02,0.03,1.04,0
1038281,0,-0.02,0.03,1.04,0
1038336,3786.33,-0.02,0.03,1.04,-23.93
1038365,3786.33,-0.02,0.03,1.04,-23.93
1038437,-3.26,-0.02,0.03,1.04,32.61
1038466,-3.26,-0.02,0.03,1.04,32.61
1038540,908.4,-0.02,0.04,1.03,140.59
1038569,908.4,-0.02,0.04,1.03,140.59
1038643,908.56,-0.02,0.03,1.05,136.78
1038672,908.56,-0.02,0.03,1.05,136.78
1038718,908.56,-0.02,0.03,1.05,136.78
1038750,908.56,-0.02,0.03,1.05,136.78
1038821,908.72,-0.01,0.03,1.03,132.98
1038853,908.72,-0.01,0.03,1.03,132.98
1038901,908.72,-0.03,0.03,1.02,132.98
1038934,908.72,-0.03,0.03,1.02,132.98
1039005,908.88,-0.03,0.03,1.02,129.18
1039037,908.88,-0.03,0.03,1.02,129.18
1039111,909.04,-0.03,0.02,1.02,125.38
1039140,909.04,-0.03,0.02,1.02,125.38
1039191,909.04,-0.03,0.02,1.02,125.38
1039220,909.04,-0.03,0.02,1.02,125.38
1039294,909.2,-0.03,0.03,1.03,121.03
1039323,909.2,-0.03,0.03,1.03,121.03
1039374,909.2,-0.04,0.03,1.01,121.03
1039413,909.2,-0.04,0.03,1.01,121.03
1039484,909.36,-0.03,0.03,1.03,117.24
1039516,909.36,-0.03,0.03,1.03,117.24
1039565,909.36,-0.03,0.03,1.03,117.24
1039597,909.36,-0.03,0.03,1.03,117.24
1039668,909.52,-0.02,0.03,1.03,113.45
1039700,909.52,-0.02,0.03,1.03,113.45
1039774,909.68,-0.03,0.04,1.04,109.67
1039803,909.68,-0.03,0.04,1.04,109.67
1039854,909.68,-0.03,0.04,1.03,109.67
1039883,909.68,-0.03,0.04,1.03,109.67
1039958,909.84,-0.03,0.05,1.02,105.9
1039987,909.84,-0.03,0.05,1.02,105.9
1040039,909.84,-0.02,0.04,1.01,105.9
1040071,909.84,-0.02,0.04,1.01,105.9
1040142,910,-0.03,0.04,1.02,102.13
1040174,910,-0.03,0.04,1.02,102.13
1041053,910.16,-0.02,0.04,1.02,98.36
1041085,910.16,-0.02,0.04,1.02,98.36
1041137,910.32,0.03,-0.25,2,94.58
1041169,910.32,0.03,-0.25,2,94.58
1041223,-7.05,-0.13,-0.25,2,-5.94
1041252,-7.05,-0.13,-0.25,2,-5.94
1041307,0.27,0.01,-0.2,2,0.43
1041336,0.27,0.01,-0.2,2,0.43
1041397,-0.08,-0.02,0.08,1.54,-0.05
1041426,-0.08,-0.02,0.08,1.54,-0.05
1041480,0.01,-0.05,-0.01,0.46,-0.02
1041509,0.01,-0.05,-0.01,0.46,-0.02
1041561,0.01,-0.06,0,0.45,-0.02
1041593,0.01,-0.06,0,0.45,-0.02
1041651,-3.39,-0.17,-0.04,1.86,-7.72
1041683,-3.39,-0.17,-0.04,1.86,-7.72
1041753,-2.67,-0.01,-0.82,2,-9.04
1041785,-2.67,-0.01,-0.82,2,-9.04
1041855,911.76,-0.4,-0.51,0.64,74.58
1041887,911.76,-0.4,-0.51,0.64,74.58
1041935,911.76,-0.36,-0.44,1.17,74.58
1041968,911.76,-0.36,-0.44,1.17,74.58
1042042,911.92,0.08,-0.65,1.07,74.59
1042071,911.92,0.08,-0.65,1.07,74.59
1042122,911.92,0.25,0.09,0.87,74.59
1042151,911.92,0.25,0.09,0.87,74.59
1042225,912.08,0.02,-0.04,1.01,74.56
1042254,912.08,0.02,-0.04,1.01,74.56
1042328,912.24,-0.04,-0.02,1.03,74.56
1042360,912.24,-0.04,-0.02,1.03,74.56
1042408,912.24,-0.04,0.01,1,74.56
1042440,912.24,-0.04,0.01,1,74.56
1042516,912.4,-0.04,0,1.02,74.57
1042557,912.4,-0.04,0,1.02,74.57
1042606,912.4,-0.03,0.01,1.01,74.57
1042638,912.4,-0.03,0.01,1.01,74.57
1042709,912.56,-0.06,0.02,1.01,74.57
1042741,912.56,-0.06,0.02,1.01,74.57
1042812,912.72,-0.03,0.01,1.01,74.58
1042839,912.72,-0.03,0.01,1.01,74.58
1042890,912.72,-0.04,0.02,1.02,74.58
1042919,912.72,-0.04,0.02,1.02,74.58
1042993,912.88,-0.05,0.01,1.01,74.59
1043022,912.88,-0.05,0.01,1.01,74.59
1043073,912.88,-0.04,0.02,1.01,74.59
1043102,912.88,-0.04,0.02,1.01,74.59
1043176,913.04,-0.04,0.02,1.02,74.59
1043205,913.04,-0.04,0.02,1.02,74.59
1043278,913.2,-0.04,0.02,1.01,74.19
1043310,913.2,-0.04,0.02,1.01,74.19
1043358,913.2,-0.05,0.01,1.01,74.19
1043390,913.2,-0.05,0.01,1.01,74.19
1043461,913.36,-0.05,0.01,1,74.2
1043493,913.36,-0.05,0.01,1,74.2
1043541,913.36,-0.05,0.01,1.03,74.2
1043573,913.36,-0.05,0.01,1.03,74.2
1043602,913.36,-0.05,0.01,1.03,74.2
1044491,913.52,-0.04,0.01,1.02,74.2
1044523,913.52,-0.04,0.01,1.02,74.2
1044574,913.68,-0.05,0.02,1.02,74.21
1044606,913.68,-0.05,0.02,1.02,74.21
1044655,913.68,-0.05,0.02,1.03,74.21
1044687,913.68,-0.05,0.02,1.03,74.21
1044735,913.68,-0.04,0.03,1.03,74.21
1044767,913.68,-0.04,0.03,1.03,74.21
1044816,913.68,-0.05,0.02,1.02,74.21
1044848,913.68,-0.05,0.02,1.02,74.21
1044903,0,-0.05,0.02,1.02,0
1044932,0,-0.05,0.02,1.02,0
1044987,0.01,-0.04,0.01,1.01,-0.03
1045015,0.01,-0.04,0.01,1.01,-0.03
1045070,-0.69,-0.04,0.02,1.03,34.96
1045099,-0.69,-0.04,0.02,1.03,34.96
1045171,0.03,-0.05,0.02,1.03,0
1045200,0.03,-0.05,0.02,1.03,0
1045273,915.12,-0.05,0.01,1.01,74.21
1045302,915.12,-0.05,0.01,1.01,74.21
1045376,915.28,-0.05,0.02,1.01,74.21
1045408,915.28,-0.05,0.02,1.01,74.21
1045456,915.28,-0.04,0.01,1.01,74.21
1045488,915.28,-0.04,0.01,1.01,74.21
1045559,915.44,-0.04,0.02,1.02,74.21
1045597,915.44,-0.04,0.02,1.02,74.21
1045646,915.44,-0.05,0.02,1.02,74.21
1045678,915.44,-0.05,0.02,1.02,74.21
1045749,915.6,-0.05,0.02,1.02,74.21
1045781,915.6,-0.05,0.02,1.02,74.21
1045855,915.76,-0.05,0.02,1.02,74.21
1045884,915.76,-0.05,0.02,1.02,74.21
1045935,915.76,-0.04,0.02,1.03,74.21
1045964,915.76,-0.04,0.02,1.03,74.21
1046038,915.92,-0.04,0.02,1.01,74.21
1046067,915.92,-0.04,0.02,1.01,74.21
1046118,915.92,-0.04,0.01,1.02,74.21
1046147,915.92,-0.04,0.01,1.02,74.21
1046221,916.08,-0.05,0.01,1.02,74.21
1046250,916.08,-0.05,0.01,1.02,74.21
1046319,916.24,-0.05,0.02,1.02,74.21
1046351,916.24,-0.05,0.02,1.02,74.21
1046399,916.24,-0.06,0.02,1,74.21
1046431,916.24,-0.06,0.02,1,74.21
1046502,916.4,-0.05,0.02,1.02,74.21
1046534,916.4,-0.05,0.02,1.02,74.21
1046582,916.4,-0.04,0.02,1.02,74.21
1046614,916.4,-0.04,0.02,1.02,74.21
1046685,916.56,-0.04,0.02,1.01,74.21
1046717,916.56,-0.04,0.02,1.01,74.21
1046797,916.72,-0.05,0.02,1.02,74.21
1046826,916.72,-0.05,0.02,1.02,74.21
1046877,916.72,-0.04,0.02,1.01,74.21
1046906,916.72,-0.04,0.02,1.01,74.21
1046980,916.88,-0.05,0.02,1.01,74.21
1047009,916.88,-0.05,0.02,1.01,74.21
1047040,916.88,-0.05,0.02,1.01,74.21
1047896,916.88,-0.05,0.01,1.02,74.21
1047928,916.88,-0.05,0.01,1.02,74.21
1047983,917.04,-0.04,0.02,1.02,74.21
1048011,917.04,-0.04,0.02,1.02,74.21
1048063,917.04,-0.04,0.02,1.02,74.21
1048091,917.04,-0.04,0.02,1.02,74.21
1048143,917.04,-0.04,0.01,1.02,74.21
1048172,917.04,-0.04,0.01,1.02,74.21
1048223,917.04,-0.05,0.02,1.02,74.21
1048252,917.04,-0.05,0.02,1.02,74.21
1048306,0,-0.04,0.03,1.02,0
1048338,0,-0.04,0.03,1.02,0
1048390,0.01,-0.05,0.02,1.02,-0.03
1048421,0.01,-0.05,0.02,1.02,-0.03
1048473,-0.69,-0.05,0.02,1.02,34.96
1048504,-0.69,-0.05,0.02,1.02,34.96
1048556,0.03,-0.05,0.01,1.01,0
1048587,0.03,-0.05,0.01,1.01,0
1048662,0,-0.04,0.02,1.02,0
1048693,0,-0.04,0.02,1.02,0
1048764,918.64,-0.05,0.02,1.02,74.21
1048796,918.64,-0.05,0.02,1.02,74.21
1048847,918.64,-0.04,0.02,1.01,74.21
1048876,918.64,-0.04,0.02,1.01,74.21
1048949,918.8,-0.04,0.02,1.03,74.21
1048978,918.8,-0.04,0.02,1.03,74.21
1049051,918.96,-0.04,0.02,1.02,74.21
1049080,918.96,-0.04,0.02,1.02,74.21
1049131,918.96,-0.04,0.02,1.02,74.21
1049160,918.96,-0.04,0.02,1.02,74.21
1049233,919.12,-0.05,0.02,1.01,74.21
1049265,919.12,-0.05,0.02,1.01,74.21
1049313,919.12,-0.04,0.02,1.02,74.21
1049345,919.12,-0.04,0.02,1.02,74.21
1049415,919.28,-0.05,0.02,1.01,74.21
1049455,919.28,-0.05,0.02,1.01,74.21
1049525,919.44,-0.05,0.02,1.03,74.21
1049557,919.44,-0.05,0.02,1.03,74.21
1049605,919.44,-0.05,0.02,1.01,74.21
1049637,919.44,-0.05,0.02,1.01,74.21
1049708,919.6,-0.04,0.01,1.02,74.21
1049740,919.6,-0.04,0.01,1.02,74.21
1049797,919.6,-0.05,0.01,1.02,74.21
1049826,919.6,-0.05,0.01,1.02,74.21
1049900,919.76,-0.05,0.01,1.02,74.21
1049929,919.76,-0.05,0.01,1.02,74.21
1050002,919.92,-0.05,0.02,1.02,74.21
1050031,919.92,-0.05,0.02,1.02,74.21
1050082,919.92,-0.04,0.02,1.04,74.21
1050110,919.92,-0.04,0.02,1.04,74.21
1050184,920.08,-0.03,0.02,1.01,74.21
1050216,920.08,-0.03,0.02,1.01,74.21
1050264,920.08,-0.04,0.02,1.02,74.21
1050296,920.08,-0.04,0.02,1.02,74.21
1050366,920.24,-0.05,0.02,1.01,74.21
1050398,920.24,-0.05,0.02,1.01,74.21
1050426,920.24,-0.05,0.02,1.01,74.21
1051308,920.4,-0.04,0.02,1.01,74.21
1051336,920.4,-0.04,0.02,1.01,74.21
1051391,920.56,-0.05,0.02,1.02,74.21
1051423,920.56,-0.05,0.02,1.02,74.21
1051471,920.56,-0.05,0.02,1.01,74.21
1051503,920.56,-0.05,0.02,1.01,74.21
1051551,920.56,-0.04,0.02,1.02,74.21
1051583,920.56,-0.04,0.02,1.02,74.21
1051632,920.56,-0.04,0.01,1.02,74.21
1051663,920.56,-0.04,0.01,1.02,74.21
1051722,0,-0.05,0.01,1.01,0
1051753,0,-0.05,0.01,1.01,0
1051808,0.01,-0.06,0.02,1.01,-0.03
1051837,0.01,-0.06,0.02,1.01,-0.03
1051904,-0.69,-0.05,0.02,1.02,34.96
1051933,-0.69,-0.05,0.02,1.02,34.96
1052004,0.03,-0.04,0.02,1.02,0
1052033,0.03,-0.04,0.02,1.02,0
1052106,922,-0.05,0.02,1.02,74.21
1052135,922,-0.05,0.02,1.02,74.21
