Nanolab elapsed time (ms),NR exptime (s),X Acceleration (G),Y Acceleration (G),Z Acceleration (G),Flight Altitude (ft)
196322,0,-0.01,0.02,1.02,0
196376,-0.09,-0.02,0.04,1.02,0.01
196403,-0.09,-0.02,0.04,1.02,0.01
196455,0.56,-0.01,0.04,1.02,-0.19
196481,0.56,-0.01,0.04,1.02,-0.19
196543,0,-0.01,0.04,1.02,0
196569,0,-0.01,0.04,1.02,0
196638,0,-0.02,0.04,1.01,0
196664,0,-0.02,0.04,1.01,0
196736,67.6,-0.02,0.03,1.02,52.92
196765,67.6,-0.02,0.03,1.02,52.92
196811,67.6,-0.01,0.03,1,52.92
196840,67.6,-0.01,0.03,1,52.92
196909,67.76,-0.02,0.02,1.02,52.92
196938,67.76,-0.02,0.02,1.02,52.92
196984,67.76,-0.01,0.04,1.03,52.92
197013,67.76,-0.01,0.04,1.03,52.92
197082,67.92,-0.02,0.04,1.02,52.91
197111,67.92,-0.02,0.04,1.02,52.91
197160,67.92,-0.02,0.04,1.01,52.91
197186,67.92,-0.02,0.04,1.01,52.91
197258,68.08,-0.02,0.05,1.02,52.9
197284,68.08,-0.02,0.05,1.02,52.9
197333,68.08,-0.02,0.03,1,52.9
197359,68.08,-0.02,0.03,1,52.9
197431,68.24,-0.01,0.04,1.02,52.9
197459,68.24,-0.01,0.04,1.02,52.9
197531,68.4,-0.02,0.03,1.02,52.89
197557,68.4,-0.02,0.03,1.02,52.89
197606,68.4,-0.01,0.03,1.03,52.89
197635,68.4,-0.01,0.03,1.03,52.89
197704,68.56,-0.02,0.05,1.01,52.89
197733,68.56,-0.02,0.05,1.01,52.89
197779,68.56,-0.02,0.04,1.02,52.89
197808,68.56,-0.02,0.04,1.02,52.89
197876,68.72,-0.02,0.04,1.02,52.88
197906,68.72,-0.02,0.04,1.02,52.88
197952,68.72,-0.01,0.04,1.02,52.88
197981,68.72,-0.01,0.04,1.02,52.88
198053,68.88,-0.01,0.04,1.03,52.88
198079,68.88,-0.01,0.04,1.03,52.88
198128,68.88,-0.01,0.04,1.01,52.88
198154,68.88,-0.01,0.04,1.01,52.88
198226,69.04,-0.01,0.04,1.01,52.87
198252,69.04,-0.01,0.04,1.01,52.87
198301,69.04,-0.01,0.04,1.01,52.87
198327,69.04,-0.01,0.04,1.01,52.87
198399,69.2,-0.02,0.04,1.01,52.76
198425,69.2,-0.02,0.04,1.01,52.76
198454,69.2,-0.02,0.04,1.01,52.76
199343,69.36,-0.02,0.04,1.02,52.74
199370,69.36,-0.02,0.04,1.02,52.74
199422,69.52,-0.01,0.04,1.02,52.73
199448,69.52,-0.01,0.04,1.02,52.73
199500,-0.04,-0.02,0.04,1.03,0.04
199527,-0.04,-0.02,0.04,1.03,0.04
199578,-0.09,-0.01,0.04,1.02,32.11
199605,-0.09,-0.01,0.04,1.02,32.11
199657,0,-0.01,0.05,1.02,0
199683,0,-0.01,0.05,1.02,0
199735,0,-0.01,0.03,1.02,0
199765,0,-0.01,0.03,1.02,0
199814,-0.07,-0.01,0.04,1.02,-0.03
199843,-0.07,-0.01,0.04,1.02,-0.03
199905,0.3,-0.01,0.03,1.02,0.24
199934,0.3,-0.01,0.03,1.02,0.24
200001,0,-0.01,0.03,1.02,0
200033,0,-0.01,0.03,1.02,0
200101,70.96,-0.02,0.04,1.02,52.63
200130,70.96,-0.02,0.04,1.02,52.63
200176,70.96,-0.01,0.04,1.02,52.63
200206,70.96,-0.01,0.04,1.02,52.63
200273,71.12,-0.02,0.03,1.02,52.62
200303,71.12,-0.02,0.03,1.02,52.62
200355,71.12,-0.02,0.03,1.02,52.62
200382,71.12,-0.02,0.03,1.02,52.62
200454,71.28,-0.01,0.04,1.03,52.9
200480,71.28,-0.01,0.04,1.03,52.9
200529,71.28,-0.01,0.04,1.01,52.9
200555,71.28,-0.01,0.04,1.01,52.9
200627,71.44,-0.02,0.04,1.01,52.89
200653,71.44,-0.02,0.04,1.01,52.89
200702,71.44,-0.03,0.03,1.02,52.89
200731,71.44,-0.03,0.03,1.02,52.89
200800,71.6,-0.02,0.03,1.01,52.89
200829,71.6,-0.02,0.03,1.01,52.89
200898,71.76,-0.01,0.04,1.03,52.88
200927,71.76,-0.01,0.04,1.03,52.88
200973,71.76,-0.01,0.04,1.02,52.88
201002,71.76,-0.01,0.04,1.02,52.88
201071,71.92,-0.01,0.04,1.02,52.88
201100,71.92,-0.01,0.04,1.02,52.88
201149,71.92,-0.01,0.03,1.02,52.88
201175,71.92,-0.01,0.03,1.02,52.88
201247,72.08,-0.02,0.03,1.03,52.88
201273,72.08,-0.02,0.03,1.03,52.88
201322,72.08,-0.01,0.03,1.02,52.88
201348,72.08,-0.01,0.03,1.02,52.88
201420,72.24,-0.01,0.03,1.03,52.87
201446,72.24,-0.01,0.03,1.03,52.87
201497,72.24,-0.01,0.04,1,52.87
201524,72.24,-0.01,0.04,1,52.87
201596,72.4,-0.02,0.03,1.02,52.87
201625,72.4,-0.02,0.03,1.02,52.87
201694,72.56,-0.02,0.04,1.03,52.87
201723,72.56,-0.02,0.04,1.03,52.87
201769,72.56,-0.01,0.03,1.03,52.87
201798,72.56,-0.01,0.03,1.03,52.87
202674,72.72,-0.01,0.04,1.02,52.86
202704,72.72,-0.01,0.04,1.02,52.86
202753,72.88,-0.01,0.04,1,52.86
202782,72.88,-0.01,0.04,1,52.86
202834,-0.02,-0.02,0.03,1,-0.04
202861,-0.02,-0.02,0.03,1,-0.04
202913,0.37,-0.01,0.04,1.03,32.1
202939,0.37,-0.01,0.04,1.03,32.1
202991,0,-0.02,0.04,1.02,0
203017,0,-0.02,0.04,1.02,0
203070,0,-0.01,0.03,1.01,0
203096,0,-0.01,0.03,1.01,0
203148,0.01,-0.01,0.03,1.01,-0.01
203175,0.01,-0.01,0.03,1.01,-0.01
203244,-0.39,-0.02,0.03,1.02,0.23
203271,-0.39,-0.02,0.03,1.02,0.23
203342,74.16,-0.01,0.04,1.02,53.13
203373,74.16,-0.01,0.04,1.02,53.13
203419,74.16,-0.02,0.04,1.02,53.13
203448,74.16,-0.02,0.04,1.02,53.13
203517,74.32,-0.02,0.03,1.01,53.14
203546,74.32,-0.02,0.03,1.01,53.14
203615,74.48,-0.02,0.04,1,53.14
203644,74.48,-0.02,0.04,1,53.14
203690,74.48,-0.01,0.04,1.03,53.14
203719,74.48,-0.01,0.04,1.03,53.14
203788,74.64,-0.01,0.03,1.01,53.14
203817,74.64,-0.01,0.03,1.01,53.14
203866,74.64,-0.02,0.03,1.02,53.14
203892,74.64,-0.02,0.03,1.02,53.14
203964,74.8,-0.02,0.04,1.02,53.15
203990,74.8,-0.02,0.04,1.02,53.15
204039,74.8,-0.02,0.03,1.01,53.15
204065,74.8,-0.02,0.03,1.01,53.15
204137,74.96,-0.02,0.03,1.03,53.15
204163,74.96,-0.02,0.03,1.03,53.15
204212,74.96,-0.01,0.03,1.02,53.15
204241,74.96,-0.01,0.03,1.02,53.15
204310,75.12,-0.02,0.03,1.02,53.16
204339,75.12,-0.02,0.03,1.02,53.16
204385,75.12,-0.01,0.04,1.01,53.16
204416,75.12,-0.01,0.04,1.01,53.16
204485,75.28,-0.01,0.04,1.01,53.18
204514,75.28,-0.01,0.04,1.01,53.18
204583,75.44,-0.01,0.04,1.03,53.18
204612,75.44,-0.01,0.04,1.03,53.18
204658,75.44,-0.02,0.03,1.01,53.18
204687,75.44,-0.02,0.03,1.01,53.18
204759,75.6,-0.02,0.03,1.02,53.18
204785,75.6,-0.02,0.03,1.02,53.18
204834,75.6,-0.02,0.04,1.01,53.18
204860,75.6,-0.02,0.04,1.01,53.18
204932,75.76,-0.01,0.04,1.01,53.18
204958,75.76,-0.01,0.04,1.01,53.18
205007,75.76,-0.02,0.04,1.02,53.18
205033,75.76,-0.02,0.04,1.02,53.18
205105,75.92,-0.01,0.04,1.01,53.18
205134,75.92,-0.01,0.04,1.01,53.18
205987,75.92,-0.01,0.04,1.02,53.18
206025,75.92,-0.01,0.04,1.02,53.18
206074,76.08,-0.02,0.04,1.02,53.18
206106,76.08,-0.02,0.04,1.02,53.18
206152,76.08,-0.02,0.03,1.02,53.18
206182,76.08,-0.02,0.03,1.02,53.18
206231,0.21,-0.02,0.04,1.01,32.24
206264,0.21,-0.02,0.04,1.01,32.24
206315,0,-0.01,0.03,1.02,0
206345,0,-0.01,0.03,1.02,0
206397,0,-0.01,0.03,1.02,0
206424,0,-0.01,0.03,1.02,0
206476,-0.01,-0.01,0.03,1.03,-0.03
206502,-0.01,-0.01,0.03,1.03,-0.03
206554,-0.51,-0.02,0.04,1.02,0.05
206581,-0.51,-0.02,0.04,1.02,0.05
206632,0,-0.02,0.04,1.02,0
206659,0,-0.02,0.04,1.02,0
206727,0,-0.01,0.03,1.02,0
206754,0,-0.01,0.03,1.02,0
206825,77.68,-0.02,0.04,1.02,52.92
206851,77.68,-0.02,0.04,1.02,52.92
206900,77.68,-0.01,0.04,1.01,52.92
206930,77.68,-0.01,0.04,1.01,52.92
206999,77.84,-0.01,0.04,1.01,52.91
207028,77.84,-0.01,0.04,1.01,52.91
207074,77.84,-0.02,0.04,1.02,52.91
207104,77.84,-0.02,0.04,1.02,52.91
207172,78,-0.01,0.03,1.03,52.9
207201,78,-0.01,0.03,1.03,52.9
207247,78,-0.02,0.03,1.01,52.9
207276,78,-0.02,0.03,1.01,52.9
207351,78.16,-0.01,0.04,1.03,52.9
207377,78.16,-0.01,0.04,1.03,52.9
207426,78.16,-0.01,0.03,1.02,52.9
207453,78.16,-0.01,0.03,1.02,52.9
207524,78.32,-0.02,0.03,1.02,52.89
207550,78.32,-0.02,0.03,1.02,52.89
207622,78.48,-0.01,0.04,1.01,52.88
207648,78.48,-0.01,0.04,1.01,52.88
207697,78.48,-0.01,0.03,1.03,52.88
207724,78.48,-0.01,0.03,1.03,52.88
207796,78.64,-0.01,0.04,1.01,52.87
207825,78.64,-0.01,0.04,1.01,52.87
207871,78.64,-0.01,0.04,1.02,52.87
207900,78.64,-0.01,0.04,1.02,52.87
207969,78.8,-0.02,0.03,1.01,52.87
207998,78.8,-0.02,0.03,1.01,52.87
208044,78.8,-0.01,0.04,1.02,52.87
208073,78.8,-0.01,0.04,1.02,52.87
208142,78.96,-0.01,0.04,1.01,52.86
208171,78.96,-0.01,0.04,1.01,52.86
208220,78.96,-0.02,0.03,1.02,52.86
208247,78.96,-0.02,0.03,1.02,52.86
208318,79.12,-0.01,0.04,1.02,52.85
208344,79.12,-0.01,0.04,1.02,52.85
208416,79.28,-0.01,0.04,1.01,53.13
208444,79.28,-0.01,0.04,1.01,53.13
209300,79.28,-0.02,0.04,1.01,53.13
209327,79.28,-0.02,0.04,1.01,53.13
209379,79.44,-0.01,0.04,1.01,53.13
209405,79.44,-0.01,0.04,1.01,53.13
209457,0.01,-0.01,0.05,1.03,32.06
209487,0.01,-0.01,0.05,1.03,32.06
209536,32.19,-0.02,0.03,1.02,0
209565,32.19,-0.02,0.03,1.02,0
209611,32.19,-0.02,0.03,1.01,0
209641,32.19,-0.02,0.03,1.01,0
209690,0,-0.01,0.03,1.02,0
209719,0,-0.01,0.03,1.02,0
209768,-0.01,-0.02,0.03,1.01,0.01
209798,-0.01,-0.02,0.03,1.01,0.01
209847,0,-0.01,0.04,1.02,32.12
209876,0,-0.01,0.04,1.02,32.12
209946,0,-0.02,0.04,1.02,0
209972,0,-0.02,0.04,1.02,0
210043,80.88,-0.02,0.03,1.02,53.12
210069,80.88,-0.02,0.03,1.02,53.12
210118,80.88,-0.02,0.04,1.03,53.12
210144,80.88,-0.02,0.04,1.03,53.12
210216,81.04,-0.02,0.04,1.02,53.11
210242,81.04,-0.02,0.04,1.02,53.11
210292,81.04,-0.01,0.03,1.02,53.11
210319,81.04,-0.01,0.03,1.02,53.11
210390,81.2,-0.02,0.04,1.02,53.03
210416,81.2,-0.02,0.04,1.02,53.03
210465,81.2,-0.01,0.03,1.01,53.03
210494,81.2,-0.01,0.03,1.01,53.03
210562,81.36,-0.01,0.03,1.01,53.03
210628,81.36,-0.01,0.03,1.01,53.03
210697,81.52,-0.01,0.04,1.01,53.02
210726,81.52,-0.01,0.04,1.01,53.02
210772,81.52,-0.01,0.04,1.02,53.02
210801,81.52,-0.01,0.04,1.02,53.02
210870,81.68,-0.02,0.03,1.01,53.01
210899,81.68,-0.02,0.03,1.01,53.01
210948,81.68,-0.01,0.04,1.02,53.01
210975,81.68,-0.01,0.04,1.02,53.01
211046,81.84,-0.02,0.05,1.02,53.01
211072,81.84,-0.02,0.05,1.02,53.01
211144,82,-0.01,0.03,1.01,53
211170,82,-0.01,0.03,1.01,53
211219,82,-0.01,0.02,1.02,53
211245,82,-0.01,0.02,1.02,53
211317,82.16,-0.02,0.04,1,52.99
211343,82.16,-0.02,0.04,1,52.99
211392,82.16,-0.02,0.04,1.03,52.99
211421,82.16,-0.02,0.04,1.03,52.99
211490,82.32,-0.01,0.04,1.04,52.99
211519,82.32,-0.01,0.04,1.04,52.99
211565,82.32,-0.02,0.03,1.01,52.99
211594,82.32,-0.02,0.03,1.01,52.99
211663,82.48,-0.02,0.03,1.02,52.98
211692,82.48,-0.02,0.03,1.02,52.98
211741,82.48,-0.02,0.04,1.02,52.98
211770,82.48,-0.02,0.04,1.02,52.98
211800,82.48,-0.02,0.04,1.02,52.98
212676,82.64,-0.02,0.04,1.02,52.98
212714,82.64,-0.02,0.04,1.02,52.98
212763,82.8,-0.02,0.04,1,52.97
212792,82.8,-0.02,0.04,1,52.97
212839,82.8,-0.02,0.04,1.04,52.97
212868,82.8,-0.02,0.04,1.04,52.97
212917,-0.55,-0.01,0.03,1.01,32.31
212946,-0.55,-0.01,0.03,1.01,32.31
212995,0,-0.01,0.04,1.04,0
213025,0,-0.01,0.04,1.04,0
213077,0,-0.01,0.04,1.02,0
213104,0,-0.01,0.04,1.02,0
213156,-0.1,-0.01,0.03,1.01,0.01
213182,-0.1,-0.01,0.03,1.01,0.01
213234,0.56,-0.01,0.04,1.01,-0.35
213260,0.56,-0.01,0.04,1.01,-0.35
213330,0,-0.01,0.04,1.03,0
213356,0,-0.01,0.04,1.03,0
213427,84.24,-0.01,0.03,1.01,52.36
213454,84.24,-0.01,0.03,1.01,52.36
213503,84.24,-0.01,0.04,1.03,52.36
213534,84.24,-0.01,0.04,1.03,52.36
213606,84.4,-0.01,0.04,1.03,52.34
213635,84.4,-0.01,0.04,1.03,52.34
213704,84.56,-0.02,0.03,1.02,52.31
213733,84.56,-0.02,0.03,1.02,52.31
213779,84.56,-0.01,0.03,1,52.31
213808,84.56,-0.01,0.03,1,52.31
213877,84.72,-0.01,0.04,1.02,52.29
213906,84.72,-0.01,0.04,1.02,52.29
213952,84.72,-0.02,0.04,1,52.29
213981,84.72,-0.02,0.04,1,52.29
214053,84.88,-0.01,0.04,1.02,52.27
214079,84.88,-0.01,0.04,1.02,52.27
214128,84.88,-0.01,0.04,1.02,52.27
214154,84.88,-0.01,0.04,1.02,52.27
214225,85.04,-0.02,0.03,1.02,52.25
214252,85.04,-0.02,0.03,1.02,52.25
214301,85.04,-0.01,0.04,1,52.25
214327,85.04,-0.01,0.04,1,52.25
214399,85.2,-0.02,0.03,1.03,52.2
214425,85.2,-0.02,0.03,1.03,52.2
214497,85.36,-0.02,0.04,1.02,52.17
214526,85.36,-0.02,0.04,1.02,52.17
214572,85.36,-0.01,0.04,1.03,52.17
214601,85.36,-0.01,0.04,1.03,52.17
214673,85.52,-0.01,0.03,1.03,52.15
214702,85.52,-0.01,0.03,1.03,52.15
214748,85.52,-0.02,0.04,1.02,52.15
214777,85.52,-0.02,0.04,1.02,52.15
214846,85.68,-0.01,0.03,1.03,52.12
214875,85.68,-0.01,0.03,1.03,52.12
214924,85.68,-0.02,0.03,1.02,52.12
214950,85.68,-0.02,0.03,1.02,52.12
215022,85.84,-0.02,0.03,1.02,52.1
215048,85.84,-0.02,0.03,1.02,52.1
215097,85.84,-0.02,0.05,1.02,52.1
215123,85.84,-0.02,0.05,1.02,52.1
216002,86,-0.01,0.04,1,52.07
216029,86,-0.01,0.04,1,52.07
216081,86.16,-0.01,0.04,1.04,52.05
216107,86.16,-0.01,0.04,1.04,52.05
216156,86.16,-0.02,0.04,1.02,52.05
216186,86.16,-0.02,0.04,1.02,52.05
216232,86.16,-0.02,0.04,1.02,52.05
216261,86.16,-0.02,0.04,1.02,52.05
216310,0,-0.01,0.03,1.01,0
216340,0,-0.01,0.03,1.01,0
216389,0,-0.01,0.04,1.02,0
216418,0,-0.01,0.04,1.02,0
216467,-0.02,-0.01,0.04,1.02,0.04
216499,-0.02,-0.01,0.04,1.02,0.04
216558,0.31,-0.02,0.04,1.01,-0.01
216587,0.31,-0.02,0.04,1.01,-0.01
216657,0,-0.02,0.04,1.01,0
216683,0,-0.02,0.04,1.01,0
216755,87.6,-0.02,0.04,1.01,52.68
216781,87.6,-0.02,0.04,1.01,52.68
216830,87.6,-0.02,0.04,1.02,52.68
216856,87.6,-0.02,0.04,1.02,52.68
216928,87.76,-0.02,0.04,1.02,52.67
216954,87.76,-0.02,0.04,1.02,52.67
217003,87.76,-0.02,0.04,1.03,52.67
217029,87.76,-0.02,0.04,1.03,52.67
217101,87.92,-0.01,0.03,1.02,52.67
217130,87.92,-0.01,0.03,1.02,52.67
217176,87.92,-0.02,0.04,1.01,52.67
217205,87.92,-0.02,0.04,1.01,52.67
217274,88.08,-0.02,0.04,1.02,52.67
217303,88.08,-0.02,0.04,1.02,52.67
217349,88.08,-0.01,0.04,1.02,52.67
217378,88.08,-0.01,0.04,1.02,52.67
217447,88.24,-0.02,0.04,1.03,52.66
217476,88.24,-0.02,0.04,1.03,52.66
217545,88.4,-0.02,0.04,1.01,52.66
217574,88.4,-0.02,0.04,1.01,52.66
217625,88.4,-0.03,0.04,1.01,52.66
217651,88.4,-0.03,0.04,1.01,52.66
217723,88.56,-0.02,0.05,1.03,52.65
217749,88.56,-0.02,0.05,1.03,52.65
217798,88.56,-0.02,0.04,1.01,52.65
217825,88.56,-0.02,0.04,1.01,52.65
217896,88.72,-0.01,0.03,1.03,52.65
217922,88.72,-0.01,0.03,1.03,52.65
217971,88.72,-0.02,0.04,1,52.65
218000,88.72,-0.02,0.04,1,52.65
218069,88.88,-0.01,0.04,1.02,52.65
218098,88.88,-0.01,0.04,1.02,52.65
218144,88.88,-0.01,0.03,1.03,52.65
218173,88.88,-0.01,0.03,1.03,52.65
218241,89.04,-0.02,0.04,1.02,52.64
218271,89.04,-0.02,0.04,1.02,52.64
218340,89.2,-0.01,0.04,1.03,52.63
218369,89.2,-0.01,0.04,1.03,52.63
218415,89.2,-0.01,0.04,1.01,52.63
218445,89.2,-0.01,0.04,1.01,52.63
219323,89.36,-0.02,0.03,1.02,52.62
219350,89.36,-0.02,0.03,1.02,52.62
219410,89.52,-0.01,0.03,1.03,52.61
219436,89.52,-0.01,0.03,1.03,52.61
219490,-0.04,-0.01,0.03,1.02,-0.04
219517,-0.04,-0.01,0.03,1.02,-0.04
219568,-0.96,-0.02,0.04,1.01,32.18
219595,-0.96,-0.02,0.04,1.01,32.18
219646,0,0,0.03,1.03,0
219673,0,0,0.03,1.03,0
219725,0,-0.01,0.04,1.03,0
219754,0,-0.01,0.04,1.03,0
219803,-0.03,-0.02,0.03,1.03,-0.04
219832,-0.03,-0.02,0.03,1.03,-0.04
219900,32.33,-0.01,0.04,1.01,0.27
219929,32.33,-0.01,0.04,1.01,0.27
219997,90.8,-0.01,0.04,1.01,52.57
220026,90.8,-0.01,0.04,1.01,52.57
220072,90.8,-0.01,0.04,1.01,52.57
220101,90.8,-0.01,0.04,1.01,52.57
220169,90.96,-0.01,0.03,1.01,52.56
220198,90.96,-0.01,0.03,1.01,52.56
220270,91.12,-0.01,0.04,1.02,52.56
220296,91.12,-0.01,0.04,1.02,52.56
220345,91.12,-0.01,0.04,1.02,52.56
220371,91.12,-0.01,0.04,1.02,52.56
220443,91.28,-0.01,0.02,1.01,52.76
220469,91.28,-0.01,0.02,1.01,52.76
220520,91.28,-0.01,0.04,1.04,52.76
220546,91.28,-0.01,0.04,1.04,52.76
220617,91.44,-0.01,0.03,1.03,52.76
220646,91.44,-0.01,0.03,1.03,52.76
220692,91.44,-0.02,0.03,1.01,52.76
220721,91.44,-0.02,0.03,1.01,52.76
220789,91.6,-0.01,0.04,1.02,52.76
220818,91.6,-0.01,0.04,1.02,52.76
220864,91.6,-0.01,0.03,1.02,52.76
220893,91.6,-0.01,0.03,1.02,52.76
220962,91.76,-0.01,0.04,1.03,52.76
220991,91.76,-0.01,0.04,1.03,52.76
221037,91.76,-0.01,0.03,1.02,52.76
221066,91.76,-0.01,0.03,1.02,52.76
221138,91.92,-0.02,0.03,1.02,52.75
221164,91.92,-0.02,0.03,1.02,52.75
221235,92.08,-0.02,0.03,1.03,52.75
221261,92.08,-0.02,0.03,1.03,52.75
221309,92.08,-0.02,0.03,1.02,52.75
221336,92.08,-0.02,0.03,1.02,52.75
221407,92.24,-0.01,0.04,1.01,52.75
221433,92.24,-0.01,0.04,1.01,52.75
221482,92.24,-0.01,0.04,1.01,52.75
221511,92.24,-0.01,0.04,1.01,52.75
221580,92.4,-0.01,0.04,1.01,52.75
221611,92.4,-0.01,0.04,1.01,52.75
221656,92.4,-0.02,0.05,1.02,52.75
221686,92.4,-0.02,0.05,1.02,52.75
221754,92.56,-0.02,0.04,1,52.74
221783,92.56,-0.02,0.04,1,52.74
222636,92.56,-0.02,0.04,1.02,52.74
222665,92.56,-0.02,0.04,1.02,52.74
222714,92.72,-0.01,0.03,1.01,52.74
222744,92.72,-0.01,0.03,1.01,52.74
222796,0.02,-0.01,0.04,1.02,0
222822,0.02,-0.01,0.04,1.02,0
222874,-0.18,-0.02,0.04,1.02,31.89
222900,-0.18,-0.02,0.04,1.02,31.89
222951,0,-0.02,0.04,1.02,0
222978,0,-0.02,0.04,1.02,0
223030,0,-0.02,0.03,1.01,0
223056,0,-0.02,0.03,1.01,0
223108,0,-0.01,0.04,1.02,0
223134,0,-0.01,0.04,1.02,0
223186,-0.3,-0.02,0.04,1.02,-0.36
223215,-0.3,-0.02,0.04,1.02,-0.36
223283,0,-0.01,0.04,1.02,0
223313,0,-0.01,0.04,1.02,0
223378,0,0,0.03,1.02,0
223407,0,0,0.03,1.02,0
223476,94.32,-0.02,0.04,1.03,52.82
223507,94.32,-0.02,0.04,1.03,52.82
223552,94.32,-0.01,0.04,1.02,52.82
223582,94.32,-0.01,0.04,1.02,52.82
223650,94.48,-0.02,0.04,1.02,52.82
223679,94.48,-0.02,0.04,1.02,52.82
223725,94.48,-0.01,0.02,1.03,52.82
223754,94.48,-0.01,0.02,1.03,52.82
223826,94.64,-0.01,0.04,1.01,52.81
223852,94.64,-0.01,0.04,1.01,52.81
223901,94.64,-0.02,0.04,1.02,52.81
223927,94.64,-0.02,0.04,1.02,52.81
223999,94.8,-0.02,0.04,1.02,52.81
224025,94.8,-0.02,0.04,1.02,52.81
224073,94.8,-0.01,0.04,1.01,52.81
224100,94.8,-0.01,0.04,1.01,52.81
224171,94.96,-0.01,0.03,1.01,52.8
224200,94.96,-0.01,0.03,1.01,52.8
224269,95.12,-0.01,0.04,1.01,52.8
224298,95.12,-0.01,0.04,1.01,52.8
224344,95.12,-0.01,0.04,1.02,52.8
224373,95.12,-0.01,0.04,1.02,52.8
224442,95.28,-0.02,0.04,1.03,52.43
224471,95.28,-0.02,0.04,1.03,52.43
224517,95.28,-0.01,0.03,1.02,52.43
224550,95.28,-0.01,0.03,1.02,52.43
224619,95.44,-0.01,0.04,1.01,52.44
224648,95.44,-0.01,0.04,1.01,52.44
224697,95.44,-0.02,0.03,1.02,52.44
224723,95.44,-0.02,0.03,1.02,52.44
224795,95.6,-0.02,0.03,1.02,52.44
224821,95.6,-0.02,0.03,1.02,52.44
224870,95.6,-0.01,0.04,1.02,52.44
224896,95.6,-0.01,0.04,1.02,52.44
224968,95.76,-0.02,0.03,1.02,52.44
224994,95.76,-0.02,0.03,1.02,52.44
225065,95.92,-0.02,0.04,1.01,52.45
225094,95.92,-0.02,0.04,1.01,52.45
225947,95.92,-0.01,0.04,1.01,52.45
225976,95.92,-0.01,0.04,1.01,52.45
226025,96.08,-0.02,0.04,1.02,52.45
226063,96.08,-0.02,0.04,1.02,52.45
226109,96.08,-0.01,0.03,1.02,52.45
226138,96.08,-0.01,0.03,1.02,52.45
226187,-0.29,-0.02,0.04,1.03,32.08
226216,-0.29,-0.02,0.04,1.03,32.08
226265,0,-0.01,0.04,1.01,0
226294,0,-0.01,0.04,1.01,0
226346,0,-0.01,0.04,1.03,0
226376,0,-0.01,0.04,1.03,0
226428,0.01,-0.02,0.04,1.01,-0.01
226454,0.01,-0.02,0.04,1.01,-0.01
226506,0.84,-0.01,0.03,1.02,-0.25
226532,0.84,-0.01,0.03,1.02,-0.25
226601,0,-0.02,0.04,1.02,0
226627,0,-0.02,0.04,1.02,0
226698,97.52,-0.01,0.03,1.03,52.2
226724,97.52,-0.01,0.03,1.03,52.2
226773,97.52,-0.01,0.04,1.02,52.2
226799,97.52,-0.01,0.04,1.02,52.2
226870,97.68,-0.02,0.03,1.02,52.19
226899,97.68,-0.02,0.03,1.02,52.19
226945,97.68,-0.01,0.04,1.02,52.19
226974,97.68,-0.01,0.04,1.02,52.19
227042,97.84,-0.01,0.04,1.02,52.18
227071,97.84,-0.01,0.04,1.02,52.18
227117,97.84,-0.02,0.03,1.02,52.18
227146,97.84,-0.02,0.03,1.02,52.18
227215,98,-0.02,0.04,1.03,52.17
227243,98,-0.02,0.04,1.03,52.17
227315,98.16,-0.01,0.03,1.03,52.15
227341,98.16,-0.01,0.03,1.03,52.15
227390,98.16,-0.02,0.04,1.02,52.15
227416,98.16,-0.02,0.04,1.02,52.15
227492,98.32,-0.01,0.03,1.01,52.14
227519,98.32,-0.01,0.03,1.01,52.14
227568,98.32,-0.02,0.03,1.02,52.14
227594,98.32,-0.02,0.03,1.02,52.14
227666,98.48,-0.01,0.04,1.02,52.13
227692,98.48,-0.01,0.04,1.02,52.13
227741,98.48,-0.01,0.03,1.02,52.13
227770,98.48,-0.01,0.03,1.02,52.13
227839,98.64,-0.02,0.04,1.01,52.12
227868,98.64,-0.02,0.04,1.01,52.12
227914,98.64,-0.01,0.02,1.02,52.12
227943,98.64,-0.01,0.02,1.02,52.12
228012,98.8,-0.01,0.04,1.02,52.11
228041,98.8,-0.01,0.04,1.02,52.11
228109,98.96,-0.01,0.03,1.01,52.1
228138,98.96,-0.01,0.03,1.01,52.1
228184,98.96,-0.01,0.03,1.03,52.1
228213,98.96,-0.01,0.03,1.03,52.1
228285,99.12,-0.02,0.03,1.03,52.08
228311,99.12,-0.02,0.03,1.03,52.08
228360,99.12,-0.02,0.03,1.02,52.08
228386,99.12,-0.02,0.03,1.02,52.08
229265,99.28,-0.02,0.03,1.02,52.22
229292,99.28,-0.02,0.03,1.02,52.22
229344,99.44,-0.02,0.03,1.02,52.21
229373,99.44,-0.02,0.03,1.02,52.21
229425,-0.03,-0.01,0.03,1.03,0.03
229454,-0.03,-0.01,0.03,1.03,0.03
229503,-0.74,-0.01,0.04,1.01,32.04
229532,-0.74,-0.01,0.04,1.01,32.04
229581,0,-0.01,0.03,1.03,0
229611,0,-0.01,0.03,1.03,0
229660,0,-0.01,0.04,1,0
229689,0,-0.01,0.04,1,0
229738,-0.02,-0.02,0.04,1,-0.03
229767,-0.02,-0.02,0.04,1,-0.03
229834,0.76,-0.01,0.03,1.02,-0.2
229864,0.76,-0.01,0.03,1.02,-0.2
229932,100.72,-0.02,0.04,1.03,52.17
229961,100.72,-0.02,0.04,1.03,52.17
230033,100.88,-0.02,0.03,1.02,52.16
230059,100.88,-0.02,0.03,1.02,52.16
